1942	11	0.1127	-273.1240
1942	12	4.8183	-278.9289
1943	1	7.2374	-286.2952
1943	2	5.8063	-292.1621
1943	3	5.9576	-298.1285
1943	4	0.6552	-298.7729
1943	5	5.5190	-303.2376
1943	6	1.6598	-304.0653
1943	7	-4.7655	-299.4386
1943	8	1.2546	-300.3024
1943	9	2.3634	-300.8681
1943	10	-1.2591	-300.0887
1943	11	-6.0420	-292.0816
1943	12	6.1092	-297.8191
1944	1	1.7434	-299.1672
1944	2	0.3979	-297.8578
1944	3	2.3726	-299.4205
1944	4	-1.7632	-297.9494
1944	5	5.0314	-301.0066
1944	6	5.4898	-305.4764
1944	7	-1.5513	-303.8730
1944	8	1.4913	-302.8358
1944	9	0.0116	-303.8177
1944	10	0.2399	-303.0885
1944	11	1.5035	-301.6009
1944	12	4.1113	-305.8558
1945	1	1.7727	-307.4123
1945	2	6.3117	-312.8948
1945	3	-4.0154	-308.1800
1945	4	7.4655	-315.3866
1945	5	1.7800	-314.2980
1945	6	0.3868	-316.0253
1945	7	-2.2794	-313.6012
1945	8	5.8658	-318.6487
1945	9	4.6646	-322.6249
1945	10	3.8149	-326.4407
1945	11	5.3119	-330.7256
1945	12	1.1142	-332.6506
1946	1	6.1066	-338.0507
1946	2	-5.9927	-330.9580
1946	3	5.7606	-336.3052
1946	4	4.0361	-339.7083
1946	5	3.9616	-344.0075
1946	6	-4.0541	-339.1279
1946	7	-2.6240	-334.6942
1946	8	-6.6305	-326.7493
1946	9	-10.5990	-314.6444
1946	10	-1.4643	-311.8465
1946	11	0.1154	-312.1626
1946	12	4.9278	-310.5973
1947	1	1.4762	-311.3550
1947	2	-1.2095	-307.1040
1947	3	-1.7307	-304.3609
1947	4	-4.9257	-298.2704
1947	5	-1.0465	-294.1706
1947	6	5.1951	-297.6524
1947	7	4.0288	-301.3732
1947	8	-1.7979	-297.6343
1947	9	-0.4779	-295.0165
1947	10	2.3749	-296.7623
1947	11	-1.8887	-288.8601
1947	12	2.8634	-289.9508
1948	1	-3.8448	-285.6673
1948	2	-4.5258	-279.7150
1948	3	7.8509	-285.0924
1948	4	3.6202	-288.0015
1948	5	7.1050	-295.1071
1948	6	-0.0926	-292.4918
1948	7	-5.2537	-287.8241
1948	8	0.2929	-285.2921
1948	9	-3.0706	-280.6501
1948	10	5.7645	-284.7139
1948	11	-9.5900	-272.0175
1948	12	3.0678	-273.1914
1949	1	0.2000	-273.1405
1949	2	-3.0020	-267.6639
1949	3	3.9074	-270.3268
1949	4	-1.9140	-267.6873
1949	5	-2.8782	-263.3639
1949	6	0.2510	-262.4166
1949	7	5.3118	-267.6745
1949	8	2.5229	-268.2921
1949	9	3.0706	-272.1332
1949	10	3.0177	-276.6784
1949	11	1.8168	-272.3540
1949	12	5.0374	-277.3051
1950	1	1.5197	-278.5056
1950	2	1.3508	-278.3361
1950	3	1.1157	-278.6771
1950	4	3.8505	-282.8544
1950	5	4.0975	-283.5809
1950	6	-5.9168	-277.6732
1950	7	1.4841	-278.8721
1950	8	4.8139	-276.6186
1950	9	4.6623	-279.1079
1950	10	-0.2630	-278.3174
1950	11	2.7520	-271.6385
1950	12	5.4523	-275.6421
1951	1	5.5059	-280.4350
1951	2	1.3981	-279.4692
1951	3	-2.2323	-276.2853
1951	4	4.7261	-281.0217
1951	5	-2.3989	-275.4500
1951	6	-2.6691	-272.1937
1951	7	6.7091	-278.8001
1951	8	4.2825	-282.6702
1951	9	0.7765	-283.7056
1951	10	-2.4112	-280.4308
1951	11	0.4897	-286.6147
1951	12	3.3055	-291.1463
1952	1	1.5389	-292.9406
1952	2	-2.6286	-287.6081
1952	3	4.3338	-291.9950
1952	4	-5.1177	-286.2958
1952	5	3.0731	-288.5383
1952	6	3.7145	-292.0184
1952	7	1.0318	-292.4647
1952	8	-0.8459	-292.0067
1952	9	-2.0986	-289.1115
1952	10	-0.6540	-288.8960
1952	11	5.6236	-294.4102
1952	12	2.9020	-297.0108
1953	1	-0.3272	-297.4944
1953	2	-0.3033	-295.6844
1953	3	-1.5303	-294.0913
1953	4	-2.9399	-291.6311
1953	5	0.4987	-291.4048
1953	6	-1.8217	-288.9287
1953	7	2.3500	-291.2875
1953	8	-4.6653	-285.9359
1953	9	0.1547	-285.5778
1953	10	4.4703	-290.2416
1953	11	2.7093	-291.0687
1953	12	-0.0349	-289.6072
1954	1	4.8264	-294.2753
1954	2	1.8307	-295.5540
1954	3	3.6298	-298.3888
1954	4	4.0856	-302.3883
1954	5	3.0364	-304.4673
1954	6	1.0745	-304.5849
1954	7	4.8695	-309.5086
1954	8	-2.3391	-304.9411
1954	9	6.1464	-311.1655
1954	10	-1.7056	-308.8780
1954	11	9.0970	-314.0122
1954	12	5.3104	-319.6504
1955	1	0.6223	-320.3776
1955	2	3.0024	-322.0301
1955	3	-0.2106	-320.6014
1955	4	3.0712	-323.6693
1955	5	1.0443	-322.5585
1955	6	6.2926	-328.6641
1955	7	1.8844	-330.5911
1955	8	0.2754	-328.2124
1955	9	-0.3864	-327.1941
1955	10	-2.7832	-324.3808
1955	11	6.7379	-325.9142
1955	12	1.4592	-326.6489
1956	1	-3.0720	-321.8997
1956	2	3.6959	-324.4590
1956	3	6.4381	-330.7155
1956	4	0.3362	-330.7558
1956	5	-5.2588	-322.5470
1956	6	3.4298	-325.5126
1956	7	4.8010	-329.0417
1956	8	-3.1297	-325.2606
1956	9	-5.3777	-319.4365
1956	10	0.5125	-318.3571
1956	11	0.5915	-322.0438
1956	12	2.7785	-324.0525
1957	1	-3.5220	-320.3589
1957	2	-2.1170	-316.7029
1957	3	2.1375	-318.0645
1957	4	4.1432	-321.4163
1957	5	3.3291	-324.9244
1957	6	-0.8068	-323.5386
1957	7	0.6645	-323.5695
1957	8	-5.3928	-318.0748
1957	9	-6.1856	-311.1740
1957	10	-4.4610	-306.8918
1957	11	2.2350	-309.9494
1957	12	-4.0543	-305.3377
1958	1	4.6294	-310.6566
1958	2	-1.5327	-308.1833
1958	3	3.2240	-311.0601
1958	4	2.9477	-313.7793
1958	5	2.3133	-316.8587
1958	6	2.8766	-318.9075
1958	7	4.3489	-323.3758
1958	8	1.8481	-326.1669
1958	9	4.5798	-329.9894
1958	10	2.5581	-332.7705
1958	11	2.8725	-336.4850
1958	12	4.9698	-341.9741
1959	1	0.6981	-342.6276
1959	2	0.9119	-343.7338
1959	3	0.2546	-343.7612
1959	4	3.5753	-347.8535
1959	5	1.6580	-348.5719
1959	6	-0.1568	-347.9612
1959	7	3.1272	-351.7417
1959	8	-1.4595	-348.6720
1959	9	-4.8830	-343.5431
1959	10	1.2373	-345.3618
1959	11	1.5549	-344.4284
1959	12	2.5219	-346.1222
1960	1	-7.2232	-339.1062
1960	2	0.9812	-338.9433
1960	3	-1.4447	-337.1528
1960	4	-1.7151	-335.4374
1960	5	3.0275	-337.3159
1960	6	2.1143	-339.2400
1960	7	-2.2520	-337.4070
1960	8	2.8119	-337.7951
1960	9	-6.1714	-332.5135
1960	10	-0.6927	-331.8603
1960	11	4.6023	-335.2603
1960	12	4.5720	-341.4561
1961	1	6.0269	-346.9618
1961	2	3.4494	-350.3598
1961	3	2.8155	-353.3949
1961	4	0.3874	-354.3213
1961	5	2.3709	-355.4458
1961	6	-3.0811	-352.9161
1961	7	2.7624	-355.9989
1961	8	2.5110	-355.6206
1961	9	-2.1856	-353.4043
1961	10	2.5193	-355.0782
1961	11	4.2793	-355.6686
1961	12	-0.0985	-357.2641
1962	1	-3.9173	-352.0499
1962	2	1.7282	-351.8146
1962	3	-0.6648	-353.3803
1962	4	-6.7803	-346.5409
1962	5	-9.0541	-334.5699
1962	6	-8.8116	-327.5727
1962	7	6.0687	-332.7233
1962	8	2.0969	-335.2329
1962	9	-5.3524	-331.3480
1962	10	-0.0335	-330.6690
1962	11	10.2410	-339.6009
1962	12	0.9271	-339.8003
1963	1	4.8038	-345.2396
1963	2	-2.4432	-341.9786
1963	3	3.0128	-344.6984
1963	4	4.3689	-348.6743
1963	5	1.7425	-348.7059
1963	6	-2.0474	-346.8690
1963	7	-0.4500	-345.8110
1963	8	4.8861	-350.6540
1963	9	-1.4719	-349.0627
1963	10	2.4416	-351.5268
1963	11	-0.8222	-348.4536
1963	12	1.8447	-349.7884
1964	1	2.2601	-352.6072
1964	2	1.4429	-352.3132
1964	3	1.4189	-353.0494
1964	4	0.1698	-353.1510
1964	5	1.4686	-353.9540
1964	6	1.1835	-353.9444
1964	7	1.7114	-356.2225
1964	8	-1.4100	-353.3144
1964	9	2.7346	-354.7496
1964	10	0.5841	-355.8542
1964	11	0.0173	-354.3098
1964	12	0.0648	-353.7449
1965	1	3.5007	-357.2910
1965	2	0.3730	-356.3965
1965	3	-1.3242	-354.4110
1965	4	2.9988	-357.4058
1965	5	-0.7741	-354.8958
1965	6	-5.6637	-348.6268
1965	7	1.3407	-350.4274
1965	8	2.7113	-351.1152
1965	9	2.8344	-354.0202
1965	10	2.5463	-356.7940
1965	11	-0.0313	-353.7561
1965	12	1.0333	-355.0303
1966	1	0.8427	-356.1277
1966	2	-1.2135	-353.3956
1966	3	-2.4934	-350.3611
1966	4	2.0901	-352.3389
1966	5	-5.8003	-345.1022
1966	6	-1.4037	-343.8580
1966	7	-1.6794	-342.1463
1966	8	-8.2490	-331.9051
1966	9	-1.0864	-331.1232
1966	10	3.7045	-335.4303
1966	11	1.3439	-336.3506
1966	12	0.2568	-336.6820
1967	1	7.8148	-343.4763
1967	2	0.7149	-343.9508
1967	3	3.8783	-348.2970
1967	4	3.7428	-352.4295
1967	5	-4.3205	-347.2460
1967	6	2.3877	-350.0220
1967	7	4.4869	-354.6051
1967	8	-0.9537	-352.6614
1967	9	3.0538	-355.7921
1967	10	-3.1458	-351.6294
1967	11	0.4461	-352.9427
1967	12	2.9585	-356.0699
1968	1	-4.0929	-351.0422
1968	2	-3.8045	-346.3310
1968	3	0.1133	-347.7518
1968	4	8.5722	-354.9385
1968	5	2.2021	-357.3436
1968	6	0.7035	-357.8927
1968	7	-2.7049	-354.3771
1968	8	1.3411	-355.7659
1968	9	3.9300	-360.2160
1968	10	0.4619	-359.3025
1968	11	5.2411	-365.8567
1968	12	-3.8700	-361.3710
1969	1	-1.1749	-361.8588
1969	2	-5.9742	-354.6992
1969	3	2.5258	-356.8210
1969	4	1.5477	-358.9300
1969	5	-0.0176	-356.9591
1969	6	-7.4890	-349.2855
1969	7	-7.2898	-342.3423
1969	8	4.4334	-346.7247
1969	9	-2.8688	-343.4183
1969	10	4.8447	-348.3260
1969	11	-3.8189	-345.1700
1969	12	-2.5707	-342.8623
1970	1	-8.1839	-334.8327
1970	2	4.9011	-340.4498
1970	3	-1.0267	-339.0803
1970	4	-11.6559	-328.6763
1970	5	-7.2041	-323.3556
1970	6	-5.7956	-317.6457
1970	7	6.6674	-323.7233
1970	8	4.3817	-329.5170
1970	9	4.1419	-333.9068
1970	10	-2.3317	-331.4812
1970	11	4.4738	-337.0054
1970	12	5.5172	-343.4698
1971	1	4.6952	-348.5823
1971	2	1.3433	-350.1733
1971	3	4.0885	-354.1699
1971	4	2.9988	-357.1327
1971	5	-4.0210	-353.0905
1971	6	-0.0386	-353.2669
1971	7	-4.5380	-350.5089
1971	8	3.7192	-352.6221
1971	9	-0.8656	-352.2561
1971	10	-4.5382	-348.7369
1971	11	-0.4763	-348.1195
1971	12	8.4184	-356.3729
1972	1	2.5144	-358.7062
1972	2	2.8212	-361.4132
1972	3	0.6098	-362.6519
1972	4	0.2531	-363.7731
1972	5	1.3305	-363.8306
1972	6	-2.3914	-361.7433
1972	7	-0.7342	-360.8365
1972	8	3.2349	-364.7139
1972	9	-1.1242	-363.4436
1972	10	0.4753	-364.8409
1972	11	4.4836	-366.7034
1972	12	0.7004	-367.8405
1973	1	-3.0830	-364.3843
1973	2	-4.7785	-359.4130
1973	3	-1.0684	-358.9916
1973	4	-5.4206	-352.4381
1973	5	-2.7214	-350.2436
1973	6	-1.3196	-349.2144
1973	7	4.6589	-353.3590
1973	8	-3.6547	-348.5530
1973	9	4.4543	-354.3671
1973	10	-0.6458	-352.7931
1973	11	-13.0735	-338.0730
1973	12	0.5993	-338.3054
1974	1	-0.4030	-338.1216
1974	2	-0.2478	-336.7103
1974	3	-2.9421	-333.3662
1974	4	-5.3369	-327.7201
1974	5	-4.6363	-322.5630
1974	6	-2.6744	-319.4011
1974	7	-7.9273	-311.8702
1974	8	-9.6004	-300.4876
1974	9	-12.4827	-287.4138
1974	10	14.7520	-302.3094
1974	11	-4.8172	-297.6922
1974	12	-3.2402	-293.8948
1975	1	12.4907	-307.4684
1975	2	5.3384	-311.0665
1975	3	2.4808	-312.7454
1975	4	4.1734	-317.0175
1975	5	4.8466	-321.8480
1975	6	4.6040	-326.1478
1975	7	-6.9157	-318.6255
1975	8	-2.6288	-317.3862
1975	9	-4.2459	-312.4691
1975	10	5.0914	-317.3611
1975	11	2.7029	-321.3346
1975	12	-1.5983	-319.6351
1976	1	11.4756	-331.0384
1976	2	0.0504	-330.9617
1976	3	2.4051	-332.8985
1976	4	-1.5463	-332.9034
1976	5	-1.2585	-328.0052
1976	6	4.0711	-332.1226
1976	7	-1.2212	-332.1951
1976	8	-0.4859	-327.8270
1976	9	2.0835	-330.0478
1976	10	-2.5883	-328.1740
1976	11	0.0307	-322.1929
1976	12	5.4760	-327.9963
1977	1	-4.1876	-323.1555
1977	2	-2.0246	-318.2129
1977	3	-1.3838	-316.5889
1977	4	-0.0238	-316.6108
1977	5	-1.6011	-311.6162
1977	6	4.6987	-315.8058
1977	7	-1.8903	-314.3936
1977	8	-1.9624	-310.0873
1977	9	-0.3577	-308.9886
1977	10	-4.5638	-304.5457
1977	11	3.8125	-305.6522
1977	12	0.2213	-305.2970
1978	1	-6.3944	-298.7530
1978	2	-1.6244	-295.3302
1978	3	2.7028	-297.5973
1978	4	7.3692	-304.9819
1978	5	1.5265	-304.8442
1978	6	-1.7786	-302.3250
1978	7	5.0243	-306.6062
1978	8	3.3014	-309.0244
1978	9	-1.2238	-307.5802
1978	10	-11.9489	-294.3013
1978	11	2.6083	-296.9943
1978	12	0.8988	-297.4729
1979	1	3.8735	-300.7144
1979	2	-3.5020	-296.1263
1979	3	5.3553	-301.4378
1979	4	-0.0829	-300.5893
1979	5	-2.1854	-296.9008
1979	6	3.7204	-300.8519
1979	7	0.5554	-300.9007
1979	8	5.4972	-304.5238
1979	9	-0.6235	-304.4884
1979	10	-8.2794	-295.9513
1979	11	5.1490	-299.9193
1979	12	1.5399	-301.5057
1980	1	5.5091	-307.2057
1980	2	-0.7706	-304.7584
1980	3	-13.5139	-291.0706
1980	4	3.6606	-294.9727
1980	5	4.9156	-299.9499
1980	6	2.9420	-301.9471
1980	7	6.0777	-307.4283
1980	8	1.4108	-308.6639
1980	9	1.9134	-309.2910
1980	10	0.9786	-310.0644
1980	11	9.2530	-319.7996
1980	12	-4.9640	-315.0166
1981	1	-5.2618	-310.7915
1981	2	0.6020	-310.6368
1981	3	3.0231	-313.5287
1981	4	-2.6836	-311.7356
1981	5	0.0574	-311.2174
1981	6	-2.2688	-308.9341
1981	7	-1.3055	-309.2879
1981	8	-6.8819	-300.3956
1981	9	-7.6890	-293.4072
1981	10	4.4305	-298.1768
1981	11	3.5157	-301.1247
1981	12	-3.7557	-297.6646
1982	1	-3.2698	-295.3198
1982	2	-6.2371	-287.7199
1982	3	-2.0271	-285.6269
1982	4	2.9834	-290.1713
1982	5	-3.7653	-283.8770
1982	6	-3.3434	-281.7989
1982	7	-3.0791	-279.3147
1982	8	10.9367	-289.0200
1982	9	0.7282	-289.9805
1982	10	10.4680	-301.4740
1982	11	3.8955	-303.4943
1982	12	0.9648	-305.3968
1983	1	3.0601	-307.5442
1983	2	2.1304	-309.9738
1983	3	2.6955	-312.8200
1983	4	6.3786	-319.6510
1983	5	-0.0387	-321.2525
1983	6	3.1458	-322.8079
1983	7	-3.7200	-319.8769
1983	8	0.1676	-321.3877
1983	9	0.8953	-320.5110
1983	10	-2.8904	-318.6369
1983	11	1.9955	-321.2084
1983	12	-1.5464	-317.3506
1984	1	-1.7830	-315.8349
1984	2	-4.4554	-312.6329
1984	3	0.8696	-312.5235
1984	4	-0.3253	-311.7618
1984	5	-6.0863	-305.9978
1984	6	1.4699	-306.4264
1984	7	-2.6465	-303.3106
1984	8	9.9072	-313.4664
1984	9	-0.6315	-313.3710
1984	10	-0.8136	-310.4200
1984	11	-1.7277	-310.8950
1984	12	1.6892	-311.9230
1985	1	7.0726	-318.6348
1985	2	1.0243	-319.3588
1985	3	-0.6125	-318.3929
1985	4	-1.0644	-317.2247
1985	5	5.0907	-321.8496
1985	6	1.0859	-323.3274
1985	7	-0.9029	-321.5962
1985	8	-0.9980	-320.1555
1985	9	-4.3960	-315.6090
1985	10	3.7054	-320.1039
1985	11	6.0129	-324.7529
1985	12	3.7171	-328.4439
1986	1	0.1814	-328.6077
1986	2	6.4918	-333.9687
1986	3	4.7945	-339.2264
1986	4	-1.8355	-336.4602
1986	5	4.5288	-337.3568
1986	6	0.9293	-337.5451
1986	7	-6.2330	-330.7477
1986	8	6.5142	-337.7741
1986	9	-8.6397	-328.8119
1986	10	4.7002	-332.0110
1986	11	1.3868	-331.1830
1986	12	-3.1016	-327.5935
1987	1	11.7329	-339.7315
1987	2	3.6888	-343.5196
1987	3	1.9913	-344.4027
1987	4	-1.9658	-340.9705
1987	5	0.2613	-344.3962
1987	6	4.1443	-348.1995
1987	7	4.1878	-351.2056
1987	8	3.0355	-352.9922
1987	9	-2.5660	-349.6901
1987	10	-25.2097	-324.2382
1987	11	-8.1294	-316.3609
1987	12	6.3052	-322.3870
1988	1	4.1456	-326.1050
1988	2	4.3832	-324.8341
1988	3	-2.7017	-322.3685
1988	4	0.6037	-324.3230
1988	5	-0.1314	-322.3761
1988	6	4.2930	-327.1539
1988	7	-1.1079	-325.3184
1988	8	-3.4856	-320.6400
1988	9	3.1170	-324.1341
1988	10	1.6045	-323.6794
1988	11	-2.0598	-319.0807
1988	12	1.3341	-318.5917
1989	1	5.9523	-321.6273
1989	2	-2.4656	-323.0573
1989	3	1.5062	-323.9911
1989	4	3.9720	-327.5790
1989	5	2.9812	-327.9207
1989	6	-0.9403	-326.6337
1989	7	7.1806	-334.0603
1989	8	1.3226	-334.4798
1989	9	-0.9332	-332.3493
1989	10	-3.5557	-330.8729
1989	11	1.3345	-333.9684
1989	12	1.5016	-335.8283
1990	1	-7.6153	-329.9897
1990	2	0.7531	-329.3845
1990	3	1.6897	-331.4500
1990	4	-3.4705	-326.7617
1990	5	7.8298	-335.5867
1990	6	-1.1649	-334.0628
1990	7	-1.0790	-333.2104
1990	8	-9.7624	-323.7975
1990	9	-5.6199	-320.0385
1990	10	-1.5983	-318.4906
1990	11	5.5275	-323.4757
1990	12	2.1778	-325.2553
1991	1	3.6611	-328.9110
1991	2	6.5814	-335.1401
1991	3	1.9694	-337.6523
1991	4	-0.2397	-337.6075
1991	5	3.4742	-342.0492
1991	6	-4.7158	-337.8727
1991	7	3.9471	-342.9793
1991	8	1.9159	-344.8782
1991	9	-1.7628	-342.3290
1991	10	1.1331	-344.9715
1991	11	-4.2540	-340.5575
1991	12	9.6124	-350.5445
1992	1	-1.3254	-350.3844
1992	2	0.8993	-351.9383
1992	3	-2.3632	-348.1395
1992	4	1.8815	-351.5652
1992	5	0.2810	-352.0075
1992	6	-1.9704	-348.7743
1992	7	3.6950	-352.9096
1992	8	-2.2159	-350.7201
1992	9	0.6417	-350.7441
1992	10	0.4551	-351.4596
1992	11	3.1426	-353.8831
1992	12	1.2362	-355.3546
1993	1	0.7451	-356.0153
1993	2	0.9984	-357.3006
1993	3	2.1622	-358.2510
1993	4	-2.5481	-356.0262
1993	5	2.2420	-357.5966
1993	6	0.2456	-357.8157
1993	7	-0.3422	-357.6010
1993	8	3.4183	-360.8106
1993	9	-0.6519	-359.6937
1993	10	1.4938	-360.9568
1993	11	-1.7630	-358.8507
1993	12	1.5656	-360.6160
1994	1	2.8522	-362.7769
1994	2	-2.9155	-359.3338
1994	3	-4.6370	-355.3487
1994	4	1.1177	-355.9934
1994	5	0.7574	-356.3055
1994	6	-2.9234	-353.3083
1994	7	2.8915	-356.2395
1994	8	3.4850	-359.6099
1994	9	-2.5344	-356.9522
1994	10	1.0169	-357.3664
1994	11	-4.2191	-353.5546
1994	12	1.0033	-353.2563
1995	1	1.8849	-354.7248
1995	2	3.2642	-358.4950
1995	3	2.2105	-360.4580
1995	4	1.9031	-362.1070
1995	5	2.9630	-364.8774
1995	6	1.6882	-366.7621
1995	7	2.9408	-366.7413
1995	8	0.2558	-366.6040
1995	9	3.4097	-370.1924
1995	10	-1.6776	-368.2906
1995	11	4.1879	-371.6824
1995	12	1.4604	-373.4746
1996	1	2.7903	-375.9457
1996	2	0.8004	-375.8466
1996	3	0.8691	-376.6383
1996	4	0.8949	-377.2196
1996	5	1.8503	-378.6694
1996	6	-0.3513	-378.3962
1996	7	-5.1307	-373.8015
1996	8	2.2993	-376.9281
1996	9	4.2501	-380.3546
1996	10	1.4892	-380.8426
1996	11	6.0539	-387.3538
1996	12	-1.8115	-384.7357
1997	1	4.4064	-389.6927
1997	2	0.6932	-390.4347
1997	3	-4.5423	-384.8241
1997	4	3.9388	-388.4011
1997	5	5.6885	-394.8021
1997	6	4.2121	-398.5614
1997	7	6.3908	-404.1249
1997	8	-4.8609	-399.9934
1997	9	5.1582	-404.5719
1997	10	-3.4572	-401.0910
1997	11	3.2123	-404.7074
1997	12	2.0398	-405.9264
1998	1	-0.5069	-405.4853
1998	2	6.2505	-411.3738
1998	3	4.8371	-416.4771
1998	4	0.5167	-416.1524
1998	5	-2.3098	-414.1631
1998	6	2.0910	-415.5017
1998	7	-2.9678	-413.2919
1998	8	-16.4286	-396.1389
1998	9	4.4794	-400.1130
1998	10	7.4580	-408.0229
1998	11	4.8520	-412.5976
1998	12	4.3582	-417.0878
1999	1	0.9331	-417.5918
1999	2	-2.7800	-415.2454
1999	3	2.4222	-416.8446
1999	4	4.7877	-422.6158
1999	5	-2.2166	-416.1068
1999	6	3.7435	-419.9025
1999	7	-3.8664	-415.9732
1999	8	-2.6343	-413.3672
1999	9	-3.4083	-409.4158
1999	10	5.1980	-415.0467
1999	11	0.5885	-415.2368
1999	12	2.9290	-418.1530
2000	1	-4.7254	-413.6935
2000	2	-4.3543	-408.7937
2000	3	8.6423	-417.9553
2000	4	-1.2188	-415.4355
2000	5	-0.6308	-417.6141
2000	6	-0.1104	-419.1415
2000	7	-0.4982	-419.5057
2000	8	5.0957	-422.9160
2000	9	-1.9763	-423.4309
2000	10	-0.3982	-422.9479
2000	11	-5.7548	-416.0384
2000	12	3.6791	-421.1881
2001	1	0.8744	-421.1739
2001	2	-6.2034	-415.1732
2001	3	-5.5698	-411.3694
2001	4	6.1402	-418.0031
2001	5	1.0258	-418.8220
2001	6	-3.1604	-416.7848
2001	7	-0.8028	-415.3081
2001	8	-5.0586	-410.7673
2001	9	-7.8042	-402.2133
2001	10	0.3679	-402.3598
2001	11	5.9441	-409.8242
2001	12	1.8179	-410.5394
2002	1	-1.9755	-408.6744
